"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7377","Leave Page Visual Validation","chromium","2026-06-01","passed","2026-06-01","Visual Regression Tests","visual\dashboardVisual.spec.js","",""
"","7852","Verify Employee Distribution Widget Visible","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","15366","Verify User Role Dropdown Visible","chromium","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","15177","Cancel Add Employee","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","7553","Verify Last Name Field Visible","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","7011","Verify Buzz Widget Visible","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","8325","Search Invalid Employee","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","10106","Cancel Add Employee","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","7087","Verify Middle Name Field Visible","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","6540","Verify Quick Launch Widget Exists","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","12289","Verify Search Button Visible","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","12437","Verify Assign Leave Page","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","13619","@sanity OrangeHRM Logo Visible","chromium","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","11468","Verify Last Name Enabled","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","11200","@regression Empty Username","chromium","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","8117","Verify Add Button Enabled","webkit","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","9946","Verify Search Button Visible","chromium","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","7894","Verify Add Button Enabled","chromium","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","9160","Verify Save Button Enabled","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","9910","Verify Search Button Enabled","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","300","PIM Page Visual Validation","webkit","2026-06-01","skipped","2026-06-01","Visual Regression Tests","visual\dashboardVisual.spec.js","",""
"","7950","Verify Recruitment Menu Visible","chromium","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","15240","Mock Employee API Response","webkit","2026-05-24","passed","2026-05-24","API Mocking Tests","api\apiMock.spec.js","",""
"","7936","Validate Employee Table Count","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","11445","Verify Employee ID Visible","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","5753","Verify Employee Distribution Widget Visible","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","307","Leave Page Visual Validation","firefox","2026-06-01","skipped","2026-06-01","Visual Regression Tests","visual\dashboardVisual.spec.js","",""
"","16032","Verify Reset Button Enabled","chromium","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","8244","Verify Employee List Page Loads","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","8510","Verify Save Button Visible","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","8332","Verify Dashboard Header Visible","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","9268","Verify Add Button Visible","webkit","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","12454","Verify Dashboard Loads API Data","webkit","2026-06-01","passed","2026-06-01","API Mocking Tests","api\api.spec.js","",""
"","8553","Verify Vacancies Page","firefox","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","9327","Verify Employee List Page Loads","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","11602","Verify Apply Leave Page","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","7180","Verify Search Button Visible","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","8057","Verify Last Name Enabled","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","9675","Verify Add Employee Page Loaded","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","5265","Verify Buzz Widget Exists","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","8060","Verify Reset Button Visible","firefox","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","10296","Verify Search Button Visible","firefox","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","8751","Verify Dashboard Loaded","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","7820","Verify Employee ID Visible","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","5930","@regression Password With Spaces","chromium","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","10748","Verify PIM Page Load","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","0","Verify My Leave Page","webkit","2026-06-01","skipped","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","8937","Verify My Info Page Loaded","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","5529","Verify Leave Menu Enabled","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","16447","Verify Employee API Request Sent","chromium","2026-06-01","passed","2026-06-01","API Mocking Tests","api\api.spec.js","",""
"","14377","Verify Reset Button Visible","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","1359","has title","chromium","2026-05-24","passed","2026-05-24","","example.spec.js","",""
"","6656","Verify My Info Page Loaded","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","8739","Verify Dashboard Loads API Data","firefox","2026-06-01","passed","2026-06-01","API Mocking Tests","api\api.spec.js","",""
"","9986","Verify Employee API Request Sent","webkit","2026-06-01","passed","2026-06-01","API Mocking Tests","api\api.spec.js","",""
"","19381","Search Employee In Table","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","13259","Verify Add Button Visible","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","4473","@sanity OrangeHRM Logo Visible","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","8978","Verify Employee List Page Loads","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","9126","Verify First Name Field Visible","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","13146","Verify Apply Menu Visible","firefox","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","8564","Search Empty Employee","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","9157","Verify Table Visible","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","16261","Verify Admin Page Loaded","webkit","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","9564","Verify Apply Menu Visible","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","428","Verify API Returns Status 200","webkit","2026-05-30","failed","2026-05-30","API Mocking Tests","api\api.spec.js","",""
"","282","Dashboard Visual Validation","webkit","2026-06-01","skipped","2026-06-01","Visual Regression Tests","visual\dashboardVisual.spec.js","",""
"","16244","Verify Add Button Enabled","chromium","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","20546","Mock Dashboard Widget API","chromium","2026-06-01","passed","2026-06-01","API Mocking Tests","api\api.spec.js","",""
"","7606","Verify Dashboard Menu Visible","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","7533","Verify Add Button Visible","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","7593","Verify Search Button Visible","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","9110","Verify Reset Button Visible","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","19043","@sanity Password Mask Validation","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","7692","Verify Search Button Enabled","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","5023","@sanity Username Field Visible","webkit","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","7674","Verify My Info Menu Visible","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","1","Login Page Visual Validation","webkit","2026-06-01","skipped","2026-06-01","Visual Regression Tests","visual\dashboardVisual.spec.js","",""
"","12150","Verify Cancel Button Visible","chromium","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","11516","Verify Reset Button Visible","chromium","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","8586","Verify Leave List Page","firefox","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","8367","Verify Apply Leave Page","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","6504","Verify Dashboard Menu Enabled","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","399","Dashboard Visual Validation","firefox","2026-06-01","skipped","2026-06-01","Visual Regression Tests","visual\dashboardVisual.spec.js","",""
"","7735","Verify First Name Enabled","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","7464","Verify Personal Details Header Visible","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","13073","Valid Login","chromium","2026-05-24","passed","2026-05-24","OrangeHRM Login Tests","auth\login.spec.js","",""
"","5007","Admin Menu Visible","chromium","2026-06-01","passed","2026-06-01","Navigation Tests","navigation\navigation.spec.js","",""
"","8767","Verify Table Visible","firefox","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","7171","Verify Employee Location Widget Visible","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","12851","Dashboard Menu Visible","firefox","2026-06-01","passed","2026-06-01","Navigation Tests","navigation\navigation.spec.js","",""
"","14599","Verify System Users Header Visible","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","6669","Verify Buzz Widget Exists","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","11485","Verify Search Button Visible","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","6804","@regression Empty Password","webkit","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","17250","@regression Empty Credentials","chromium","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","11028","Verify Admin Page Loaded","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","10283","Verify My Info Page Loaded","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","7970","Delete Employee","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","16399","Verify Add Button Enabled","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","16290","Verify Cancel Button Visible","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","8321","@smoke Valid Login","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","6968","PIM Menu Visible","chromium","2026-06-01","passed","2026-06-01","Navigation Tests","navigation\navigation.spec.js","",""
"","5186","Dashboard Menu Visible","chromium","2026-06-01","passed","2026-06-01","Navigation Tests","navigation\navigation.spec.js","",""
"","7339","@smoke Valid Login","chromium","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","6450","Verify My Actions Widget Exists","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","7950","Verify Middle Name Enabled","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","9467","Verify Leave Page Loaded","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","9351","Verify Search Button Enabled","firefox","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","6926","Verify Reset Button Enabled","firefox","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","7100","Verify Time At Work Widget Visible","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","6463","@regression Username With Spaces","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","9266","Verify User Role Dropdown Visible","webkit","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","9920","Verify Save Button Visible","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","9158","Verify Leave Header Visible","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","15802","Verify Add User Page Loaded","chromium","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","14346","Verify Save Button Visible","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","6802","Verify Save Button Visible","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","13170","Verify Form Visible","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","8296","Verify My Actions Widget Visible","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","14078","Verify Employee Location Widget Visible","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","13087","Capture PIM API Requests","chromium","2026-05-23","passed","2026-05-23","API Mocking Tests","api\apiMock.spec.js","",""
"","279","Admin Page Visual Validation","webkit","2026-06-01","skipped","2026-06-01","Visual Regression Tests","visual\dashboardVisual.spec.js","",""
"","8863","Verify Profile Image Visible","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","9359","Reset Employee Search Filters","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","15044","Search Invalid Employee","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","8676","Verify Candidates Page","firefox","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","0","Mock Employee API Response","firefox","2026-06-01","skipped","2026-06-01","API Mocking Tests","api\api.spec.js","",""
"","7854","Verify Middle Name Enabled","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","0","Verify Entitlements Page","firefox","2026-06-01","skipped","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","5275","@sanity Forgot Password Link Visible","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","5206","Verify My Info Menu Visible","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","7711","Verify PIM Page Load","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","10185","Verify Admin Menu Visible","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","8087","Verify Assign Leave Menu Visible","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","6241","Verify Quick Launch Widget Visible","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","8772","Verify Employee ID Field Visible","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","9256","Verify Dashboard Loaded","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","8736","Verify Add Button Enabled","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","0","Verify Leave Table Visible","chromium","2026-06-01","skipped","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","12240","Verify Search Button Visible","firefox","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","5162","Recruitment Menu Visible","chromium","2026-06-01","passed","2026-06-01","Navigation Tests","navigation\navigation.spec.js","",""
"","19623","Verify Employee Name Field Visible","chromium","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","10347","Valid Login","firefox","2026-05-24","passed","2026-05-24","OrangeHRM Login Tests","auth\login.spec.js","",""
"","6536","Recruitment Menu Visible","firefox","2026-06-01","passed","2026-06-01","Navigation Tests","navigation\navigation.spec.js","",""
"","8169","Verify My Actions Widget Exists","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","10781","Verify First Name Required","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","8546","Verify Candidates Tab Visible","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","6421","Verify Leave Header Visible","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","6874","Verify Recruitment Menu Visible","firefox","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","6914","Verify Reset Button Enabled","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","6188","@regression Password With Spaces","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","10566","Verify Leave List Menu Visible","webkit","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","8367","Verify Form Visible","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","5043","@sanity Login Page Title Validation","webkit","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","6914","@regression Username With Spaces","webkit","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","16005","Verify Profile Image Visible","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","12892","Verify Employee Location Widget Visible","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","9524","Verify Vacancies Page","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","11832","@regression Invalid Username","chromium","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","13722","Verify Profile Image Visible","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","425","Verify API Returns Status 200","chromium","2026-05-30","failed","2026-05-30","API Mocking Tests","api\api.spec.js","",""
"","10000","@sanity Password Field Visible","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","8116","Verify Form Visible","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","8315","Verify Employee ID Enabled","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","11060","Verify Leave Page Loaded","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","3672","@regression Empty Password","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","6751","@smoke Valid Login","webkit","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","0","Add New Employee","firefox","2026-06-01","skipped","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","7141","Verify Reset Button Visible","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","7574","Verify Buzz Widget Exists","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","13181","Verify Header Visible","chromium","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","10056","Verify Employee ID Visible","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","5546","@regression Empty Username","webkit","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","10803","Cancel Add Employee","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","8353","Reset Employee Search Filters","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","7288","Verify First Name Field Visible","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","11658","Verify Dashboard API Response","webkit","2026-06-01","passed","2026-06-01","API Mocking Tests","api\api.spec.js","",""
"","12971","Verify Dashboard Loaded","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","14837","@regression Invalid Password","firefox","2026-06-01","passed","2026-06-01","Authentication Tests","auth\login.spec.js","",""
"","7925","Verify Save Button Visible","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","8972","Verify Save Button Visible","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","8807","Verify Add Employee Page Loaded","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","pim\pim.spec.js","",""
"","7660","Verify Middle Name Enabled","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","8684","Verify Records Table Visible","webkit","2026-06-01","passed","2026-06-01","Admin Module Tests","admin\admin.spec.js","",""
"","12918","Verify My Actions Widget Visible","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","9602","Verify Table Visible","chromium","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","8959","Verify Recruitment Page Loaded","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
"","8502","Verify Employee ID Enabled","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","myinfo\myinfo.spec.js","",""
"","5912","Verify Buzz Widget Visible","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","dashboard\dashboard.spec.js","",""
"","9873","Verify Leave List Page","chromium","2026-06-01","passed","2026-06-01","Leave Module Tests","leave\leave.spec.js","",""
"","6859","Verify Form Visible","chromium","2026-06-01","passed","2026-06-01","Recruitment Module Tests","recruitment\recruitment.spec.js","",""
